pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,sy_dist
TOI-6609.01,291668351,12.9414603,10.6791,,771.0,5832.0,1.01,514.266
TOI-661.01,53735810,4.0860495,13.0323437,,1569.6962289,6580.0,1.47741,500.258
TOI-6610.01,289076007,3.1651539,14.2867,,1647.0,6396.0,1.57,407.645
TOI-6611.01,403368444,6.5568726,12.6672,,991.0,6139.0,1.36,534.334
TOI-6612.01,76706043,2.3207203,14.0426,,950.0,4390.0,1.2,180.958
TOI-6613.01,426904354,2.5001306,17.7461,,1361.0,6158.0,1.42,1002.32
TOI-6614.01,149179763,25.0709977,11.9941,,532.0,5624.0,0.94,388.523
TOI-6615.01,145804834,3.5911377,11.6235,,1027.0,6094.0,0.99,358.155
TOI-6616.01,349503728,1.1235117,12.5587,,796.0,3505.0,0.58,
TOI-6617.01,439381274,4.315664,8.30372,,2032.0,6707.0,1.56,580.371
TOI-6618.01,350432166,35.7890963,9.2051754,,796.2998086,6218.9,1.90288,511.417
TOI-6619.01,399195246,1.6930171,16.2172,,1882.0,6010.0,1.64,755.87
TOI-662.01,54085154,1.0014437,4.71785,,3627.0,6380.0,1.18,87.2682
TOI-6620.01,241592217,3.8647617,13.7097,,1660.0,6119.0,1.83,950.963
TOI-6621.01,374908396,4.2807848,2.8386,,778.0,4354.0,0.69,193.932
TOI-6622.01,260539542,37.8575614,7.35774,,664.0,5980.0,1.17,750.839
TOI-6623.01,207937389,3.1791661,12.9563,,1636.0,6452.0,1.16,651.466
TOI-6624.01,443199889,10.3031578,11.0446,,946.0,6387.0,2.01,398.406
TOI-6625.01,258409964,5.4863844,14.247,,1442.0,6498.0,1.61,954.945
TOI-5847.01,95574586,2.5641981,6.33611,,,6014.0,1.23,351.781
TOI-5848.01,808243,1.5101054,19.2985,,2094.0,5964.0,1.74,1095.42
TOI-5849.01,71459120,3.9964264,13.0504,,945.0,5771.0,1.14,273.452
TOI-585.01,190990336,5.547255,19.6103,,1456.9324919,6118.1,1.66,157.612
TOI-5850.01,151728428,3.9997367,13.8899,,367.0,3827.0,0.64,64.193
TOI-5851.01,277329402,4.5049415,11.5788,,1022.0,5697.0,0.99,433.416
TOI-5852.01,387844266,3.9956793,13.077,,746.0,4348.0,0.67,255.965
TOI-5853.01,278623780,3.7219898,12.8025,,1116.0,5806.0,0.98,293.498
TOI-5854.01,346154016,4.449914,14.3475,,891.0,4910.0,1.2,385.952
TOI-5855.01,41422753,2.4710528,12.1002,,2378.0,6114.0,0.97,438.754
TOI-5856.01,3680800,0.5498864,4.44804,,2590.0,5808.0,1.35,298.032
TOI-5857.01,336072306,3.415047,11.3277,,944.0,5449.0,1.12,667.063
TOI-5858.01,256046749,7.1476512,11.017,,848.0,5287.0,0.94,318.912
TOI-5859.01,114947483,3.3787501,6.36345,,698.0,3769.0,0.63,165.237
TOI-586.01,131979339,22.6384642,28.0326,,1399.0,9511.0,2.42,253.02
TOI-5860.01,462372373,5.2498931,12.9409,,900.0,5988.0,1.27,442.817
TOI-5861.01,11034516,14.3033451,17.1437,,813.0,5862.0,1.05,432.745
TOI-5862.01,20988926,5.3194765,15.9815,,1663.0,6987.0,2.66,1276.28
TOI-5863.01,345205395,2.8492565,13.9182,,938.0,4829.0,0.87,276.469
TOI-6095.01,157081737,2.1613171,1.86733,,1187.0,5260.0,0.8,99.172
TOI-6096.01,262781201,1.3154261,2.42354,,2871.0,6613.8,1.42,181.94
TOI-6097.01,293743169,1.1256838,10.2362,,,7433.0,1.85,452.889
TOI-6098.01,269341832,2.7297541,2.11652,,1048.0,5599.3,1.08,82.2325
TOI-6099.01,118914286,5.2887576,1.80945,,785.0,4610.0,0.75,52.5883
TOI-610.01,80275202,3.6649528,16.4945,,3009.0,7889.0,1.61,437.969
TOI-6100.01,170434745,1.2280156,3.2034237,,1447.8874391,5223.0,0.852493,235.778
TOI-6101.01,19342878,1.3328252,15.3206915,,1689.3374258,5595.4,1.0670201,211.73
TOI-6102.01,55849732,5.3708293,12.0561316,,1040.908324,5878.0,0.986176,733.926
TOI-6103.01,92590258,3.2422424,13.8082328,,1596.416451,7069.0,1.30309,295.408
TOI-6104.01,265010875,6.4095555,17.4517774,,1844.7784392,6316.0,3.18048,614.477
TOI-6105.01,182405015,3.1122458,14.4173412,,1516.5077563,6176.8,1.1207401,266.809
TOI-6106.01,258234731,6.4240944,14.8362261,,973.5018496,5618.0,1.04006,294.59
TOI-6107.01,152245179,3.7899018,23.926255,,2670.8488477,7810.0,2.64206,1311.48
TOI-6108.01,255780160,3.8783341,12.5321785,,1330.1277094,5748.0,1.34253,1013.74
TOI-6109.01,384984325,8.5386633,4.04578,,786.0,5416.1,0.95,151.738
TOI-6109.02,384984325,5.6952223,3.92346,,700.0,5416.1,0.95,151.738
TOI-6356.01,9136777,3.7799201,16.2502,,1419.0,6121.6,1.14,374.605
TOI-6357.01,122881136,5.1941869,10.8037,,846.0,6085.6,1.08,621.191
TOI-6358.01,259708416,5.3802465,13.5242,,1342.0,6476.4,1.98,858.675
TOI-6359.01,267617257,2.4398136,11.128,,2587.0,8184.6,1.67,1055.41
TOI-636.01,146463781,0.417921,5.657227,,906.2084598,3278.0,0.275,158.67
TOI-6360.01,458987621,1.9765848,8.95604,,1419.0,6799.0,1.25,346.061
TOI-6361.01,450308346,5.9419732,12.3895,,798.0,5206.0,0.81,364.939
TOI-6362.01,148514918,6.0602101,11.0384,,1110.0,6252.0,1.22,755.957
TOI-6363.01,311284709,6.583694,19.1169,,1385.0,6600.9,2.45,809.782
TOI-6364.01,407517154,25.8866192,11.2641,,544.0,5326.0,0.8,390.021
TOI-6365.01,272994016,3.0496565,13.7764,,1489.0,5568.0,1.5,617.476
TOI-6366.01,279851358,18.893475,,,,13896.0,,612.388
TOI-6367.01,259502942,2.1653281,7.31275,,970.0,3510.0,0.54,216.77
TOI-6368.01,274002141,1.6197991,11.4253,,661.0,3192.0,0.31,100.741
TOI-6369.01,274472658,13.2329062,7.5049,,1155.0,6461.3,1.67,445.311
TOI-637.01,133334108,2.8579169,,,1284.3663569,5637.0,,64.5529
TOI-6370.01,251705938,2.9124991,16.4233,,1792.0,6051.0,1.89,534.894
TOI-6371.01,279725262,1.8597817,13.3278,,1119.0,5751.0,1.35,431.523
TOI-6372.01,115899725,6.5587386,2.56709,,653.0,4337.0,0.66,93.6289
TOI-6626.01,148691985,1.2864856,14.0003,,728.0,3172.0,0.45,158.097
TOI-6627.01,411463659,4.8934688,15.84,,1557.0,6332.0,1.56,853.667
TOI-6628.01,75650448,18.184189,9.90639,,589.0,5265.0,1.09,320.527
TOI-6629.01,160442729,4.3664669,9.52505,,592.0,3598.0,0.59,233.304
TOI-663.01,54962195,2.5989031,2.4312854,,672.9286739,3719.0,0.512361,64.2308
TOI-663.02,54962195,4.6955986,2.6626375,,552.5039779,3719.0,0.512361,64.2308
TOI-663.03,54962195,7.1024749,1.9895244,,481.3147406,3719.0,0.512361,64.2308
TOI-6630.01,312612366,7.7103227,8.52513,,1253.0,6617.0,1.2,713.493
TOI-6631.01,457446242,3.4714821,13.2477,,1585.0,6604.0,1.41,690.045
TOI-6632.01,292349703,5.8778295,11.2784,,1174.0,5965.0,3.34,854.397
TOI-6633.01,38584799,6.5479496,2.28629,,878.0,4853.5,0.73,197.121
TOI-6634.01,400491269,23.136755,9.05398,,1102.0,7723.0,2.04,681.143
TOI-6635.01,330424797,8.6243051,16.2074,,2076.0,7944.0,1.47,700.825
TOI-6636.01,209054294,3.5171227,14.6605,,1343.0,6386.0,2.16,914.054
TOI-6637.01,256124756,2.231293,15.38,,1391.0,6356.0,1.19,782.642
TOI-6638.01,460316238,4.140097,16.9028,,1056.0,5359.0,0.82,453.793
TOI-6639.01,446918603,8.0136668,11.825,,1036.0,5831.0,1.4,597.698
TOI-664.01,55092869,4.7359232,13.5752589,,1186.425806,5370.0,2.7871499,99.1596
TOI-5864.01,184531966,10.4453589,11.824,,976.0,5961.0,1.19,659.756
TOI-5865.01,383216635,6.6314176,10.0835,,999.0,6044.0,1.75,482.143
TOI-5866.01,341297143,3.8421028,13.2581,,923.0,6247.0,1.32,356.406
TOI-5867.01,380517859,1.109435,10.2843,,1627.0,3613.0,0.49,254.311
TOI-5868.01,236158940,2.677573,14.0246,,1817.0,6875.8,2.41,756.82
TOI-5869.01,210169818,3.3879742,19.4699,,1702.0,6236.0,1.95,1368.83
TOI-587.01,294090620,8.044239,15.1761031,,1902.1841748,9333.0,2.0411401,210.139
TOI-5870.01,305375697,,10.8653,,567.0,6336.8,1.48,344.862
TOI-5871.01,373816781,1.343636,18.3699,,1973.0,6339.0,1.1,581.579
TOI-5872.01,138671052,2.2425137,6.01656,,1495.0,6032.0,1.14,466.611
TOI-5873.01,353146308,0.4131063,12.2118,,904.0,3621.0,0.5,175.022
TOI-5874.01,376454594,2.5784481,10.3952,,971.0,5512.0,1.12,406.631
TOI-5875.01,283165117,5.216581,8.2634,,1064.0,5248.0,0.96,454.912
TOI-5876.01,106114491,9.7216312,7.28362,,1014.0,6702.0,1.7,387.926
TOI-5877.01,282890159,6.9100016,15.2568,,1799.0,8722.0,2.47,970.989
TOI-5878.01,247172524,3.4363074,14.7953,,1133.0,5213.0,0.85,350.804
TOI-5879.01,258037656,4.0331416,9.63078,,463.0,3355.0,0.48,167.333
TOI-588.01,130415266,39.4718663,16.3498,,1015.0,10416.0,1.82,154.186
TOI-5880.01,184521624,3.1162505,15.0692,,1593.0,6244.0,1.42,943.441
TOI-611.01,154459165,3.1471655,5.30134,,2207.0,4869.0,0.79,97.3234
TOI-6110.01,7439480,1.2541235,8.66923,,829.0,3642.0,0.54,122.281
TOI-6111.01,189322727,5.8340292,12.1719,,711.0,5698.0,1.06,302.326
TOI-6112.01,258741560,1.8859353,7.26339,,1444.0,6556.9,1.57,471.571
TOI-6113.01,116631353,4.9218915,20.0897,,1817.0,6178.0,2.7,1174.24
TOI-6114.01,419840740,8.9539287,8.74683,,831.0,5943.0,1.17,486.122
TOI-6115.01,120115768,3.5529033,17.9469,,1092.0,6389.0,1.41,1056.92
TOI-6116.01,364408162,3.1256662,,,1714.0,4940.2,,
TOI-6117.01,436508469,9.866312,11.5656,,1143.0,6209.0,1.64,483.576
TOI-6118.01,125367522,4.6474314,16.1625,,2204.0,6455.0,3.44,1242.07
TOI-6119.01,322498101,4.2070367,16.5857,,1316.0,6437.0,1.59,920.216
TOI-612.01,284738182,0.9136081,5.5813,,2409.0,7126.0,1.5,292.623
TOI-6120.01,435851868,2.1350899,12.6797,,1140.0,4894.0,0.8,240.498
TOI-6121.01,165682741,4.2916798,13.1247,,1420.0,6725.0,1.37,441.015
TOI-6122.01,352442207,4.6107024,15.7213,,1777.0,6391.0,2.18,765.772
TOI-6123.01,91101364,4.0833335,19.554,,1597.0,6298.6,1.58,1040.95
TOI-6124.01,269488987,2.8474853,12.7345,,1119.0,5149.0,0.84,271.974
TOI-6125.01,404516402,2.3107907,12.0547,,1064.0,4767.0,0.86,291.92
TOI-6126.01,129004637,7.1603723,14.5353,,1163.0,5767.0,1.54,565.492
TOI-6373.01,286951368,4.9613647,14.2376,,1532.0,6592.0,1.72,767.899
TOI-6374.01,468501184,4.5944948,14.2928,,1264.0,5890.0,1.3,515.735
TOI-6375.01,390410937,3.0679061,15.0074,,1534.0,6632.0,1.7,913.0
TOI-6376.01,9441591,4.7185893,12.5103,,1664.0,6039.7,2.06,823.754
TOI-6377.01,187532854,1.6513066,9.54979,,1086.0,5887.6,1.47,536.017
TOI-6378.01,251594291,12.9589981,11.9733,,775.0,5925.0,0.94,489.542
TOI-6379.01,450308271,1.5057127,12.1483,,482.0,4335.0,0.64,173.849
TOI-638.01,78154865,0.493826,1.940277,,2459.534554,6030.0,1.08524,96.6355
TOI-6380.01,458890024,5.1404883,5.66149,,824.0,5155.0,0.93,240.108
TOI-6381.01,470653603,8.9270275,4.54883,,765.0,5492.0,0.85,149.566
TOI-6382.01,367522211,35.3712924,13.0539,,391.0,6702.0,1.32,708.125
TOI-6383.01,328513434,1.7904917,11.4109,,660.0,3425.0,0.46,171.319
TOI-6384.01,16550540,2.4810218,8.87122,,715.0,3691.0,0.6,259.341
TOI-6385.01,16552586,2.8895991,18.732,,1767.0,6451.9,1.51,1216.71
TOI-6386.01,138344895,6.2663565,12.2751,,749.0,6316.0,1.22,776.855
TOI-6387.01,459982699,1.1669652,12.7459,,601.0,3452.0,0.48,240.373
TOI-6388.01,16776356,1.3940614,20.0134,,1373.0,5402.0,0.98,557.187
TOI-6389.01,239159011,15.8034785,14.6849,,527.0,6039.2,1.49,791.689
TOI-639.01,82362447,2.819817,22.75573,,605.8873038,3601.0,0.441,160.84
TOI-6640.01,167654347,16.9356875,3.59731,,633.0,4758.0,0.71,201.413
TOI-6641.01,241525834,1.9647786,15.9566,,696.0,3314.0,0.64,297.833
TOI-6642.01,23111,3.3421583,16.3017,,944.0,6022.0,1.46,850.423
TOI-6643.01,332887363,4.8332515,14.6312,,1528.0,6431.0,2.11,1015.39
TOI-6644.01,149450435,42.7305626,4.03815,,499.0,5247.0,0.83,308.178
TOI-6645.01,15827263,3.9525732,,,,4536.1,,
TOI-6646.01,346855283,17.7505864,4.72963,,999.0,6967.0,1.38,191.472
TOI-6647.01,439943973,3.9963956,3.52475,,1451.0,5684.0,1.52,174.397
TOI-6648.01,440150441,20.86399,3.8434,,821.0,6153.0,1.2,185.35
TOI-6649.01,258940847,5.9867942,10.5818,,1040.0,6336.4,1.37,201.21
TOI-665.01,73723286,14.066109,21.5662738,,897.0581591,6157.0,1.47641,131.018
TOI-6650.01,64837857,20.3292125,14.2065,,994.0,6500.6,1.37,237.169
TOI-6650.02,64837857,30.5055627,5.65993,,1074.0,6500.6,1.37,237.169
TOI-6650.03,64837857,8.9965133,4.26079,,991.0,6500.6,1.37,237.169
TOI-6650.04,64837857,,5.18833,,826.0,6500.6,1.37,237.169
TOI-6651.01,174328045,5.0569708,5.09264,,1227.0,5818.9,1.8,212.128
TOI-6652.01,283884522,3.8388774,1.94873,,1222.0,5745.0,1.01,97.8683
TOI-6653.01,150901009,,2.4364,,775.0,4859.0,0.75,50.2297
TOI-6654.01,278726770,9.5160627,17.807,,610.0,4481.6,8.18,673.028
TOI-5881.01,360142739,2.2377411,14.7763,,2150.0,6148.0,2.46,1101.02
TOI-5882.01,232941965,7.1487697,14.1861,,2317.0,5706.0,2.35,416.104
TOI-5883.01,283759999,0.5223032,14.2556,,2104.0,6285.0,1.72,882.718
TOI-5884.01,13574009,5.8311038,15.2747,,1209.0,6390.0,2.29,440.704
TOI-5885.01,233788275,4.7264391,14.0851,,1321.0,6132.0,2.37,1036.16
TOI-5886.01,15682927,0.9655766,11.5845,,2186.0,7542.0,1.92,832.543
TOI-5887.01,277987172,6.3989216,10.6347,,1139.0,6243.0,1.59,726.81
TOI-5888.01,273780062,15.2501659,9.87708,,785.0,5796.0,1.44,629.405
TOI-5889.01,383214426,2.4013188,12.4643,,919.0,4224.0,0.72,200.902
TOI-589.01,412961700,2.5183846,21.1354407,,3359.5335853,10817.0,5.7888398,390.393
TOI-5890.01,279179610,5.9029732,11.3389,,1347.0,7142.0,1.18,665.349
TOI-5891.01,202941251,4.1784844,15.7612,,1602.0,6283.0,2.4,688.501
TOI-5892.01,375199523,1.9447712,13.5597,,1265.0,5369.0,2.32,593.047
TOI-5893.01,321790238,,10.6236,,1039.0,5887.0,1.15,320.641
TOI-5894.01,398038296,3.0076713,12.7756,,1437.0,5704.0,1.22,682.724
TOI-5895.01,243464977,3.6491012,11.0954,,965.0,5628.0,1.4,486.566
TOI-5896.01,14956304,0.9965843,6.86149,,1488.0,3662.0,0.58,284.245
TOI-5897.01,305612552,6.9349089,11.4838,,906.0,5364.0,0.94,409.12
TOI-5898.01,467211520,9.7884653,10.0684,,873.0,5369.0,1.92,715.744
TOI-6127.01,313975346,6.9191027,11.0925,,1281.0,5922.0,1.72,713.987
TOI-6128.01,100769500,4.5016419,10.3672,,1094.0,5713.2,1.89,726.371
TOI-6129.01,115739057,5.0310168,17.1637,,1121.0,5656.1,1.32,762.451
TOI-613.01,77527511,0.7784962,9.22083,,1336.0,4949.2,2.19,221.016
TOI-6130.01,210083929,2.3927114,14.5439,,1351.0,5967.0,1.17,220.882
TOI-6131.01,357872559,2.5530138,13.9066,,1745.0,6286.0,1.81,692.772
TOI-6132.01,188800346,18.8155978,14.443,,681.0,5641.0,1.14,643.588
TOI-6133.01,129107501,3.6534344,20.7632,,1512.0,6364.0,1.32,402.816
TOI-6134.01,199721945,4.679209,14.7013,,1619.0,6600.0,1.67,1004.18
TOI-6135.01,100909102,3.1106751,13.4185,,1522.0,5660.5,1.22,399.63
TOI-6136.01,468692991,3.9779111,12.2764,,914.0,5494.0,0.89,375.401
TOI-6137.01,44295981,0.520403,21.8226,,984.0,3112.0,0.4,128.661
TOI-6138.01,352892371,9.7824078,5.19023,,930.0,5749.0,0.98,362.283
TOI-6139.01,468765355,10.3299557,16.2977,,1007.0,6486.0,1.97,1305.91
TOI-614.01,118021229,0.88501,6.77007,,1865.0,5362.0,2.15,255.901
TOI-6140.01,456783397,3.4742682,12.8496,,1328.0,6121.0,1.34,925.873
TOI-6141.01,217980791,2.6607389,16.2086,,1173.0,6090.2,1.27,560.429
TOI-6142.01,129108133,4.9564809,10.077,,810.0,5511.0,0.96,518.031
TOI-6143.01,423903685,4.0938735,20.6029,,1430.0,5489.0,1.55,546.747
TOI-6390.01,318071201,5.2434358,15.7628,,997.0,6174.0,1.37,836.498
TOI-6391.01,171922657,5.01345,9.1986,,1138.0,5505.9,1.07,513.641
TOI-6392.01,88460991,6.9603975,11.906,,1161.0,5837.0,1.36,658.966
TOI-6393.01,147821208,9.5315703,2.62547,,696.0,5022.0,0.77,186.229
TOI-6394.01,309512152,13.026976,16.5308,,903.0,5817.2,1.46,606.491
TOI-6395.01,191998744,2.8140328,12.904,,2356.0,7487.8,2.22,896.944
TOI-6396.01,73244652,8.2100724,15.5396,,893.0,6427.0,1.96,720.484
TOI-6397.01,359629653,1.6707289,17.2506,,1149.0,5041.0,0.93,430.356
TOI-6398.01,353586703,3.0043128,12.1874,,781.0,6405.0,1.17,502.17
TOI-6399.01,287207371,12.6427441,10.8159,,1128.0,5605.0,1.76,958.967
TOI-640.01,147977348,5.0037758,19.7788,,1622.0,6442.0,2.09,341.997
TOI-6400.01,88999533,5.0358501,15.0966,,2127.0,7455.0,2.57,1533.65
TOI-6401.01,150470555,3.0199448,,,,,,848.343
TOI-6402.01,265076459,3.4053234,12.264,,1431.0,6111.0,1.32,552.846
TOI-6403.01,94405787,742.682809,9.50064,,119.0,5931.0,0.98,517.363
TOI-6404.01,141395223,3.7442969,8.95062,,771.0,5114.0,0.92,312.797
TOI-6405.01,142908390,6.7392054,8.73795,,405.0,4557.0,0.77,190.315
TOI-6406.01,31605271,2.2314165,11.7385,,895.0,4956.1,0.75,322.174
TOI-6407.01,97925605,8.9913818,10.912,,1295.0,5863.0,1.88,671.665
TOI-6655.01,304690618,6.8672313,2.31017,,928.0,5564.0,0.91,127.16
TOI-6655.02,304690618,12.9587054,2.49711,,780.0,5564.0,0.91,127.16
TOI-6656.01,262457587,0.8219599,,,1519.0,3866.3,,
TOI-6657.01,96475638,4.0610981,2.57627,,1165.0,6193.0,1.16,96.6949
TOI-6658.01,292221593,5.6494351,3.74551,,1448.0,5764.0,2.95,280.1428
TOI-6659.01,272768631,7.3120981,3.45268,,771.0,5159.0,0.8,101.511
TOI-666.01,82128636,7.4760689,14.1742091,,1628.8901244,6680.0,2.3351099,237.035
TOI-6660.01,468178519,2.9852193,17.0487122,,1593.8024312,6116.0,1.48347,522.201
TOI-6661.01,355895977,10.5789534,3.0009044,,663.5380216,5164.0,0.765045,190.991
TOI-6662.01,418343229,0.2939493,0.9372852,,1113.594144,3359.0,0.33188,21.182
TOI-6663.01,415732733,,5.6562862,,292.3683615,6487.0,1.0,393.5746
TOI-6664.01,147561732,,9.531746,,334.1617606,6534.0,2.2886801,157.48
TOI-6665.01,192014454,735.797917,2.7674128,,229.2824174,5972.63,1.24541,109.972
TOI-6666.01,256429408,,4.5545799,,435.8924938,6477.0,1.56674,126.959
TOI-6667.01,161169240,,8.6506071,,745.2922434,5952.0,1.19221,466.165
TOI-6668.01,206361691,718.652003,3.447372,,245.2512392,6002.0,1.3949,98.2118
TOI-6669.01,333736132,731.9966539,10.6774533,,451.7617145,4722.0,0.756773,183.078
TOI-5899.01,126171392,0.7835688,11.8563,,1791.0,5932.0,1.28,675.895
TOI-590.01,270841724,18.90372,,,,,,
TOI-5900.01,224635135,2.4667486,18.8159,,1698.0,5960.0,2.22,1406.96
TOI-5901.01,294173437,5.555905,11.9323,,1253.0,5867.0,1.95,853.753
TOI-5902.01,65737977,4.8292589,13.6377,,1606.0,7035.0,1.67,760.606
TOI-5903.01,60542708,2.4707357,11.779,,1198.0,5869.0,1.53,682.522
TOI-5904.01,408317165,5.6567374,13.5941,,1156.0,5975.7,1.57,1036.7
TOI-5905.01,341299943,3.0233509,11.3795,,1049.0,4881.0,0.84,296.925
TOI-5906.01,276376289,30.1181254,16.7776477,,619.9413012,5809.0,1.1248,283.463
TOI-5907.01,387318486,0.6583175,8.31454,,1963.0,5766.0,1.08,456.741
TOI-5908.01,452483795,2.4515393,11.6029,,2075.0,7143.0,1.32,841.296
TOI-5909.01,354489554,4.7729363,12.9614,,1328.0,6269.0,1.96,987.706
TOI-591.01,146261607,8.4915117,87.0155,,1924.0,9365.0,4.18,1219.08
TOI-5910.01,273774284,17.2182695,8.64247,,1092.0,6330.0,1.29,932.309
TOI-5911.01,239361732,4.009823,12.1613,,1567.0,6304.5,1.35,786.279
TOI-5912.01,16538820,6.9038328,14.2131,,1266.0,5612.0,2.31,802.137
TOI-5913.01,289313987,10.1522322,19.4581,,1294.0,6509.0,1.92,694.7
TOI-5914.01,187416256,4.3887257,8.92241,,1213.0,5561.0,1.13,369.604
TOI-5915.01,329709756,12.5482879,13.0082,,481.0,3923.0,0.59,273.689
TOI-6144.01,115683877,6.3765906,10.9141,,1273.0,5433.0,1.8,923.907
TOI-6145.01,404488903,3.9921399,11.9626,,1347.0,5885.0,1.38,912.432
TOI-6146.01,372178596,4.5803096,14.6817,,1541.0,5770.0,2.1,1121.67
TOI-6147.01,402740809,1.5801759,9.31686,,763.0,4547.0,0.98,320.803
TOI-6148.01,371573539,8.3753156,11.1765,,1109.0,6134.6,1.76,501.221
TOI-6149.01,195606729,13.3562254,8.52588,,1136.0,6122.0,1.27,567.759
TOI-615.01,190496853,4.6616079,19.1536,,1682.0,7437.0,1.7,360.408
TOI-6150.01,434186655,1.3094686,13.7943,,1067.0,3818.0,0.66,209.656
TOI-6151.01,312289279,1.4354814,7.06395,,1942.0,6008.0,2.27,590.69
TOI-6152.01,117068362,4.2005957,11.3204,,1571.0,7803.0,1.67,950.289
TOI-6153.01,411343008,3.6720231,14.495,,1376.0,6158.0,1.23,723.473
TOI-6154.01,301986302,2.301919,12.3642,,940.0,4654.0,0.79,258.643
TOI-6155.01,120051913,1.6029811,11.6345,,1373.0,6049.0,1.52,504.806
TOI-6156.01,117072799,12.6885127,16.2893,,662.0,7710.0,1.45,938.702
TOI-6157.01,86005116,0.4916402,11.7778,,901.0,3522.0,0.46,221.034
TOI-6158.01,404456775,3.0444485,9.04276,,453.0,3413.0,0.47,180.96
TOI-6159.01,422037524,4.1846077,11.2001,,964.0,5714.9,1.12,650.131
TOI-616.01,145879095,2.8056739,,,,,,862.802
TOI-6160.01,294904059,40.7401072,14.5988,,388.0,5081.0,0.88,286.532
TOI-6408.01,452867348,8.0924283,11.0971,,469.0,3821.0,0.69,268.499
TOI-6409.01,97279971,1.5304279,19.1928,,2220.0,6476.0,1.72,734.456
TOI-641.01,49079670,1.8930707,3.11788,,1333.0,5646.0,1.04,134.043
TOI-6410.01,142916753,5.1491091,12.8079,,1606.0,6648.0,1.46,839.513
TOI-6411.01,106829921,8.2165446,7.33005,,1010.0,6114.0,1.09,653.557
TOI-6412.01,176082442,3.9802888,11.6985,,895.0,5991.0,1.52,934.231
TOI-6413.01,170466784,10.8310228,11.3849,,518.0,5524.8,0.98,490.336
TOI-6414.01,169191182,17.7607727,4.52589,,808.0,6180.8,1.31,238.113
TOI-6415.01,157050713,20.8380576,10.4977,,689.0,6165.0,1.03,662.479
TOI-6416.01,106626059,8.2330943,,,,,,824.51
TOI-6417.01,95191643,3.3458255,14.8231,,1611.0,6089.0,1.75,577.753
TOI-6418.01,36022284,4.6478092,11.76,,1171.0,5510.0,1.19,474.94
TOI-6419.01,144037593,4.160454,10.705,,1173.0,5963.0,1.16,649.613
TOI-642.01,79292541,2.2786049,12.6809,,2849.0,8550.0,2.63,472.224
TOI-6420.01,143526233,6.9615164,10.6573,,895.0,5994.0,1.37,634.712
TOI-6421.01,107617930,3.750778,17.4249,,1527.0,6751.0,1.54,1182.83
TOI-6422.01,140740440,3.7521603,9.01204,,1121.0,5917.0,1.19,577.888
TOI-6423.01,141458054,1.364829,15.8394,,1549.0,6392.0,1.85,1370.47
TOI-6424.01,98159959,2.0396825,7.50494,,1863.0,6559.0,1.22,873.87
TOI-667.01,101955023,1.6289322,1.2145664,,545.7126746,3202.0,0.226407,12.613
TOI-6670.01,126797048,,9.3912424,,309.0841804,7271.0,1.7819099,187.473
TOI-6671.01,53843023,,3.1919762,,514.1135268,4713.0,0.815268,92.1219
TOI-6672.01,331644554,,6.3590858,,296.7016455,8450.0,1.67454,323.808
TOI-6673.01,99989903,19.7468103,2.6201221,,853.059369,6439.2,1.4073499,68.305
TOI-6674.01,452920657,,11.6792669,,507.4140128,3907.0,0.663933,153.244
TOI-6675.01,141522677,,6.1245707,,284.4204055,6608.0,1.3326,175.659
TOI-6676.01,423360793,22.6957088,2.2731788,,735.4942881,5988.0,1.2555,70.1908
TOI-6677.01,62085710,5.4496736,8.32098,,334.0,6760.0,1.57,340.52
TOI-6678.01,253864764,3.4268387,2.12571,,867.0,4794.0,0.77,44.8496
TOI-6679.01,344034178,2.3170053,4.4811227,,1330.0450754,5542.0,1.0432,186.982
TOI-668.01,102195674,4.3787302,21.696241,,1285.0009455,6159.0,1.22606,344.134
TOI-6680.01,6898572,4.3816966,10.8739335,,1750.8881304,6875.0,1.99491,477.776
TOI-6681.01,425817867,3.7783401,13.8305377,,1033.0579657,5443.0,0.863922,274.96
TOI-6682.01,254141733,4.243624,5.7584838,,1046.3362951,5372.0,1.0,336.87
TOI-6683.01,394126269,3.8568001,12.9539382,,957.5698373,5009.0,0.849464,1042.3
TOI-5916.01,305506996,2.3682389,10.9197,,735.0,3504.0,0.49,199.724
TOI-5917.01,239529652,4.0387941,9.54371,,1504.0,6345.0,1.31,654.081
TOI-5918.01,305790119,2.0353259,11.6988,,1420.0,5771.0,1.05,537.542
TOI-5919.01,165948070,4.3686174,13.2129,,1137.0,5393.0,2.13,704.54
TOI-592.01,196286587,10.4137962,8.3814,,942.0,6439.3,1.97,358.441
TOI-5920.01,467006627,15.4159906,10.5168,,578.0,6120.0,1.56,453.294
TOI-5921.01,286545058,5.0114216,15.3662,,1476.0,6152.0,2.22,1329.58
TOI-5922.01,364192929,5.2079858,16.7817,,1120.0,5204.1,1.79,914.716
TOI-5923.01,60491424,4.0252588,13.4189,,1429.0,6059.0,1.4,742.549
TOI-5924.01,289125016,6.2043746,14.9548,,1530.0,6122.0,2.49,707.092
TOI-5925.01,345193111,6.1606297,11.9381,,948.0,6352.0,1.14,496.639
TOI-5926.01,372831381,3.8116176,7.38288,,987.0,5430.0,0.89,275.103
TOI-5927.01,163164300,3.7306955,12.6264,,1617.0,6503.0,1.56,700.098
